tune,bar,voice,onset_in_bar_wholes,duration_wholes,pitches,midi,chord,source
2,p5-8,MEL,1/4,3/16,C5,72,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,MEL,7/16,1/16,C5,72,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,MEL,1/2,1/4,Bb4,70,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,MEL,3/4,1/4,A4,69,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,RH,0,1/4,G3 C4,55 60,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,RH,1/4,1/4,G3 C4,55 60,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,RH,1/2,1/4,F3 Bb3 D4,53 58 62,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,RH,3/4,1/4,F3 C4 Eb4,53 60 63,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,LH,0,1/4,Eb2 Eb3,39 51,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,LH,1/4,1/4,Eb2 Eb3,39 51,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,LH,1/2,1/4,F2,41,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,LH,3/4,1/4,F2,41,,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,CH,0,1/4,,,Cm/Eb,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,CH,1/4,1/4,,,Cm/Eb,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,CH,1/2,1/4,,,Bb/F,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-8,CH,3/4,1/4,,,F7,"p.5 (scan 004) system 3, bar 2 of 3"
2,p5-9,MEL,0,1/2,Bb4,70,,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,RH,0,1/8,Bb3 D4,58 62,,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,RH,1/8,1/16,F4,65,,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,RH,3/16,1/16,F4,65,,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,RH,1/4,1/8,F4,65,,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,RH,3/8,1/8,F4,65,,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,RH,1/2,1/4,F4,65,,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,RH,3/4,1/4,F4,65,,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,LH,0,1/4,Bb2,46,,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,CH,0,1/4,,,Bb,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,CH,1/4,1/4,,,N.C.,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,CH,1/2,1/4,,,N.C.,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
2,p5-9,CH,3/4,1/4,,,N.C.,"p.5 (scan 004) system 3, bar 3 of 3 -- 'Chorus.' (go to p.4)"
